subject actdesc features avg_measurement
5 LAYING tBodyGyro.mean...X -0.0218935013501923
5 LAYING tBodyGyro.mean...Y -0.0798709596153846
5 LAYING tBodyGyro.mean...Z 0.159894366942308
5 LAYING tBodyGyroJerk.mean...X -0.102114125
5 LAYING tBodyGyroJerk.mean...Y -0.0404446925288462
5 LAYING tBodyGyroJerk.mean...Z -0.07083096875
5 LAYING tBodyAccMag.mean.. -0.966777882884615
5 LAYING tGravityAccMag.mean.. -0.966777882884615
5 LAYING tBodyAccJerkMag.mean.. -0.980141253846154
5 LAYING tBodyGyroMag.mean.. -0.946938300576923
5 LAYING tBodyGyroJerkMag.mean.. -0.9864194225
5 LAYING fBodyAcc.mean...X -0.968741678461538
5 LAYING fBodyAcc.mean...Y -0.965419520961538
5 LAYING fBodyAcc.mean...Z -0.977007724615385
5 LAYING fBodyAccJerk.mean...X -0.982689657115385
5 LAYING fBodyAccJerk.mean...Y -0.965328566153846
5 LAYING fBodyAccJerk.mean...Z -0.983250309423077
5 LAYING fBodyGyro.mean...X -0.975797491730769
5 LAYING fBodyGyro.mean...Y -0.978249645769231
5 LAYING fBodyGyro.mean...Z -0.963202948461538
5 LAYING fBodyAccMag.mean.. -0.962234984038462
5 LAYING fBodyBodyAccJerkMag.mean.. -0.977356379807692
5 LAYING fBodyBodyGyroMag.mean.. -0.968257068846154
5 LAYING fBodyBodyGyroJerkMag.mean.. -0.984618025769231
5 LAYING angle.tBodyAccMean.gravity. 0.0212091926730769
5 LAYING angle.tBodyAccJerkMean..gravityMean. 0.0553647963480769
5 LAYING angle.tBodyGyroMean.gravityMean. -0.00581288916980769
5 LAYING angle.tBodyGyroJerkMean.gravityMean. -0.0344420261538462
5 LAYING angle.X.gravityMean. 0.598732659615385
5 LAYING angle.Y.gravityMean. -0.825299860384615
5 LAYING angle.Z.gravityMean. -0.168146326730769
5 LAYING tBodyAcc.std...X -0.965934509615385
5 LAYING tBodyAcc.std...Y -0.969295613269231
5 LAYING tBodyAcc.std...Z -0.968562516346154
5 LAYING tGravityAcc.std...X -0.945695336153846
5 LAYING tGravityAcc.std...Y -0.985964053846154
5 LAYING tGravityAcc.std...Z -0.977076645
5 LAYING tBodyAccJerk.std...X -0.983307862115385
5 LAYING tBodyAccJerk.std...Y -0.964560430961538
5 LAYING tBodyAccJerk.std...Z -0.985419368461538
5 LAYING tBodyGyro.std...X -0.979498706538461
5 LAYING tBodyGyro.std...Y -0.977427370576923
5 LAYING tBodyGyro.std...Z -0.960583776923077
5 LAYING tBodyGyroJerk.std...X -0.983422257692308
5 LAYING tBodyGyroJerk.std...Y -0.983759479230769
5 LAYING tBodyGyroJerk.std...Z -0.989679592307692
5 LAYING tBodyAccMag.std.. -0.958612786346154
5 LAYING tGravityAccMag.std.. -0.958612786346154
5 LAYING tBodyAccJerkMag.std.. -0.977477145384615
5 LAYING tBodyGyroMag.std.. -0.958287921923077
5 LAYING tBodyGyroJerkMag.std.. -0.98377138
5 LAYING fBodyAcc.std...X -0.964953893653846
5 LAYING fBodyAcc.std...Y -0.972909186730769
5 LAYING fBodyAcc.std...Z -0.965882191153846
5 LAYING fBodyAccJerk.std...X -0.985625270384615
5 LAYING fBodyAccJerk.std...Y -0.96624258
5 LAYING fBodyAccJerk.std...Z -0.986135599038461
5 LAYING fBodyGyro.std...X -0.980705769807692
5 LAYING fBodyGyro.std...Y -0.977257800961538
5 LAYING fBodyGyro.std...Z -0.963305738076923
5 LAYING fBodyAccMag.std.. -0.962525369423077
5 LAYING fBodyBodyAccJerkMag.std.. -0.976381934807692
5 LAYING fBodyBodyGyroMag.std.. -0.959263063269231
5 LAYING fBodyBodyGyroJerkMag.std.. -0.983434493076923
5 SITTING tBodyAcc.mean...X 0.273694139545455
5 SITTING tBodyAcc.mean...Y -0.00990083527045455
5 SITTING tBodyAcc.mean...Z -0.108540300265909
5 SITTING tGravityAcc.mean...X 0.880731443863636
5 SITTING tGravityAcc.mean...Y 0.168445524
5 SITTING tGravityAcc.mean...Z 0.143006857611364
5 SITTING tBodyAccJerk.mean...X 0.0749577410909091
5 SITTING tBodyAccJerk.mean...Y -0.00278773346136363
5 SITTING tBodyAccJerk.mean...Z 0.00338609594827273
5 SITTING tBodyGyro.mean...X -0.0422355209795455
5 SITTING tBodyGyro.mean...Y -0.0835484079545455
5 SITTING tBodyGyro.mean...Z 0.0823934451590909
5 SITTING tBodyGyroJerk.mean...X -0.0889747665681818
5 SITTING tBodyGyroJerk.mean...Y -0.0454702982386364
5 SITTING tBodyGyroJerk.mean...Z -0.0487714733568182
5 SITTING tBodyAccMag.mean.. -0.9379783225
5 SITTING tGravityAccMag.mean.. -0.9379783225
5 SITTING tBodyAccJerkMag.mean.. -0.969320155681818
5 SITTING tBodyGyroMag.mean.. -0.934301646590909
5 SITTING tBodyGyroJerkMag.mean.. -0.973848287045455
5 SITTING fBodyAcc.mean...X -0.977450812045455
5 SITTING fBodyAcc.mean...Y -0.921434735681818
5 SITTING fBodyAcc.mean...Z -0.946064216818182
5 SITTING fBodyAccJerk.mean...X -0.976024951136364
5 SITTING fBodyAccJerk.mean...Y -0.954237489772727
5 SITTING fBodyAccJerk.mean...Z -0.969501330681818
5 SITTING fBodyGyro.mean...X -0.957117251818182
5 SITTING fBodyGyro.mean...Y -0.955460359318182
5 SITTING fBodyGyro.mean...Z -0.938003425909091
5 SITTING fBodyAccMag.mean.. -0.936290604545455
5 SITTING fBodyBodyAccJerkMag.mean.. -0.964440302272727
5 SITTING fBodyBodyGyroMag.mean.. -0.944760322045455
5 SITTING fBodyBodyGyroJerkMag.mean.. -0.971598370227273
5 SITTING angle.tBodyAccMean.gravity. 0.0287036466522727
5 SITTING angle.tBodyAccJerkMean..gravityMean. -0.0209532538863636
5 SITTING angle.tBodyGyroMean.gravityMean. -0.0178752189840909
5 SITTING angle.tBodyGyroJerkMean.gravityMean. -0.0885933937022727
5 SITTING angle.X.gravityMean. -0.730101663409091
5 SITTING angle.Y.gravityMean. -0.0384493972045455
5 SITTING angle.Z.gravityMean. -0.0806862754545455
5 SITTING tBodyAcc.std...X -0.980945022045455
5 SITTING tBodyAcc.std...Y -0.904335121022727
5 SITTING tBodyAcc.std...Z -0.926094740227273
5 SITTING tGravityAcc.std...X -0.983137541590909
5 SITTING tGravityAcc.std...Y -0.939942979795454
5 SITTING tGravityAcc.std...Z -0.945008999545455
5 SITTING tBodyAccJerk.std...X -0.975204850227273
5 SITTING tBodyAccJerk.std...Y -0.952786261136364
5 SITTING tBodyAccJerk.std...Z -0.973436529545455
5 SITTING tBodyGyro.std...X -0.966225485
5 SITTING tBodyGyro.std...Y -0.950064068181818
5 SITTING tBodyGyro.std...Z -0.940637937045455
5 SITTING tBodyGyroJerk.std...X -0.966037012045455
5 SITTING tBodyGyroJerk.std...Y -0.975433911363636
5 SITTING tBodyGyroJerk.std...Z -0.964878512727273
5 SITTING tBodyAccMag.std.. -0.920939027727273
5 SITTING tGravityAccMag.std.. -0.920939027727273
5 SITTING tBodyAccJerkMag.std.. -0.965757731590909
5 SITTING tBodyGyroMag.std.. -0.931414810454545
5 SITTING tBodyGyroJerkMag.std.. -0.970392610454546
5 SITTING fBodyAcc.std...X -0.9825908425
5 SITTING fBodyAcc.std...Y -0.9022915301
5 SITTING fBodyAcc.std...Z -0.92184351
5 SITTING fBodyAccJerk.std...X -0.976530547272727
5 SITTING fBodyAccJerk.std...Y -0.954464442045455
5 SITTING fBodyAccJerk.std...Z -0.97602233
5 SITTING fBodyGyro.std...X -0.969390369318182
5 SITTING fBodyGyro.std...Y -0.947571471590909
5 SITTING fBodyGyro.std...Z -0.947346476590909
5 SITTING fBodyAccMag.std.. -0.925669291136364
5 SITTING fBodyBodyAccJerkMag.std.. -0.966545323409091
5 SITTING fBodyBodyGyroMag.std.. -0.934746865454545
5 SITTING fBodyBodyGyroJerkMag.std.. -0.970675403409091
5 STANDING tBodyAcc.mean...X 0.282544390892857
5 STANDING tBodyAcc.mean...Y -0.00700418554517857
5 STANDING tBodyAcc.mean...Z -0.102171095696429
5 STANDING tGravityAcc.mean...X 0.960188699107143
5 STANDING tGravityAcc.mean...Y -0.03871012665
5 STANDING tGravityAcc.mean...Z 0.138638436607143
5 STANDING tBodyAccJerk.mean...X 0.0725189859107143
5 STANDING tBodyAccJerk.mean...Y -0.00221990214464286
5 STANDING tBodyAccJerk.mean...Z -0.0122812220569643
5 STANDING tBodyGyro.mean...X -0.0322711902673214
5 STANDING tBodyGyro.mean...Y -0.050987505
5 STANDING tBodyGyro.mean...Z 0.0690945763946429
5 STANDING tBodyGyroJerk.mean...X -0.0922249863035714
5 STANDING tBodyGyroJerk.mean...Y -0.0399108188821429
5 STANDING tBodyGyroJerk.mean...Z -0.0422221341625
5 STANDING tBodyAccMag.mean.. -0.906104701071429
5 STANDING tGravityAccMag.mean.. -0.906104701071429
5 STANDING tBodyAccJerkMag.mean.. -0.956863566071429
5 STANDING tBodyGyroMag.mean.. -0.900671630714286
5 STANDING tBodyGyroJerkMag.mean.. -0.958405900892857
5 STANDING fBodyAcc.mean...X -0.964500917321429
5 STANDING fBodyAcc.mean...Y -0.890796360535714
5 STANDING fBodyAcc.mean...Z -0.915083799107143
5 STANDING fBodyAccJerk.mean...X -0.963059235178571
5 STANDING fBodyAccJerk.mean...Y -0.93137020875
5 STANDING fBodyAccJerk.mean...Z -0.958438726607143
5 STANDING fBodyGyro.mean...X -0.909661802321429
5 STANDING fBodyGyro.mean...Y -0.939373524464286
5 STANDING fBodyGyro.mean...Z -0.907190836607143
5 STANDING fBodyAccMag.mean.. -0.9046413925
5 STANDING fBodyBodyAccJerkMag.mean.. -0.941825903035714
5 STANDING fBodyBodyGyroMag.mean.. -0.904543921607143
5 STANDING fBodyBodyGyroJerkMag.mean.. -0.952286438035714
5 STANDING angle.tBodyAccMean.gravity. -0.00860856932142857
5 STANDING angle.tBodyAccJerkMean..gravityMean. -0.00572224394107143
5 STANDING angle.tBodyGyroMean.gravityMean. 0.0866990453375
5 STANDING angle.tBodyGyroJerkMean.gravityMean. -0.0828789318410714
5 STANDING angle.X.gravityMean. -0.862767277857143
5 STANDING angle.Y.gravityMean. 0.110446445178571
5 STANDING angle.Z.gravityMean. -0.0754509648214286
5 STANDING tBodyAcc.std...X -0.968591815714286
5 STANDING tBodyAcc.std...Y -0.869439913392857
5 STANDING tBodyAcc.std...Z -0.869327321785714
5 STANDING tGravityAcc.std...X -0.974088206071429
5 STANDING tGravityAcc.std...Y -0.931973943392857
5 STANDING tGravityAcc.std...Z -0.914608495714286
5 STANDING tBodyAccJerk.std...X -0.962647080178571
5 STANDING tBodyAccJerk.std...Y -0.931217140714286
5 STANDING tBodyAccJerk.std...Z -0.963832118928571
5 STANDING tBodyGyro.std...X -0.910395222321429
5 STANDING tBodyGyro.std...Y -0.933738104107143
5 STANDING tBodyGyro.std...Z -0.907471555714286
5 STANDING tBodyGyroJerk.std...X -0.941930044107143
5 STANDING tBodyGyroJerk.std...Y -0.961177741607143
5 STANDING tBodyGyroJerk.std...Z -0.944755343035714
5 STANDING tBodyAccMag.std.. -0.87977380125
5 STANDING tGravityAccMag.std.. -0.87977380125
5 STANDING tBodyAccJerkMag.std.. -0.942962047678571
5 STANDING tBodyGyroMag.std.. -0.867041711785714
5 STANDING tBodyGyroJerkMag.std.. -0.947970723571429
5 STANDING fBodyAcc.std...X -0.97066840875
5 STANDING fBodyAcc.std...Y -0.867933178017857
5 STANDING fBodyAcc.std...Z -0.858231387857143
5 STANDING fBodyAccJerk.std...X -0.965778920714286
5 STANDING fBodyAccJerk.std...Y -0.936202600714286
5 STANDING fBodyAccJerk.std...Z -0.96807230125
5 STANDING fBodyGyro.std...X -0.912780915714286
5 STANDING fBodyGyro.std...Y -0.931857811428571
5 STANDING fBodyGyro.std...Z -0.91678935625
5 STANDING fBodyAccMag.std.. -0.886745170714286
5 STANDING fBodyBodyAccJerkMag.std.. -0.943601960178571
5 STANDING fBodyBodyGyroMag.std.. -0.868913993928571
5 STANDING fBodyBodyGyroJerkMag.std.. -0.946196462857143
5 WALKING tBodyAcc.mean...X 0.27784234625
5 WALKING tBodyAcc.mean...Y -0.0172850317482679
5 WALKING tBodyAcc.mean...Z -0.107741776464286
5 WALKING tGravityAcc.mean...X 0.972624959821429
5 WALKING tGravityAcc.mean...Y -0.100440285303571
5 WALKING tGravityAcc.mean...Z 0.00247623628392857
5 WALKING tBodyAccJerk.mean...X 0.0845888833571429
5 WALKING tBodyAccJerk.mean...Y -0.0163194101232143
5 WALKING tBodyAccJerk.mean...Z 8.32159351785732e-05
5 WALKING tBodyGyro.mean...X -0.0488919896632143
5 WALKING tBodyGyro.mean...Y -0.0690135249642857
5 WALKING tBodyGyro.mean...Z 0.0815435495892857
5 WALKING tBodyGyroJerk.mean...X -0.0888408355267857
5 WALKING tBodyGyroJerk.mean...Y -0.0449559531089286
5 WALKING tBodyGyroJerk.mean...Z -0.0482679596035714
5 WALKING tBodyAccMag.mean.. -0.158338674394643
5 WALKING tGravityAccMag.mean.. -0.158338674394643
5 WALKING tBodyAccJerkMag.mean.. -0.288333024071429
5 WALKING tBodyGyroMag.mean.. -0.355933083571429
5 WALKING tBodyGyroJerkMag.mean.. -0.444532485357143
5 WALKING fBodyAcc.mean...X -0.287782607410714
5 WALKING fBodyAcc.mean...Y 0.00946037755178572
5 WALKING fBodyAcc.mean...Z -0.490251090714286
5 WALKING fBodyAccJerk.mean...X -0.344954806428571
5 WALKING fBodyAccJerk.mean...Y -0.181055554206071
5 WALKING fBodyAccJerk.mean...Z -0.590496615535714
5 WALKING fBodyGyro.mean...X -0.372668749642857
5 WALKING fBodyGyro.mean...Y -0.513951718392857
5 WALKING fBodyGyro.mean...Z -0.213127031035714
5 WALKING fBodyAccMag.mean.. -0.304992488892857
5 WALKING fBodyBodyAccJerkMag.mean.. -0.269481661080357
5 WALKING fBodyBodyGyroMag.mean.. -0.484262828928571
5 WALKING fBodyBodyGyroJerkMag.mean.. -0.548053574821429
5 WALKING angle.tBodyAccMean.gravity. -0.0322868203928571
5 WALKING angle.tBodyAccJerkMean..gravityMean. -0.0117215775714286
5 WALKING angle.tBodyGyroMean.gravityMean. 0.0237357261964286
5 WALKING angle.tBodyGyroJerkMean.gravityMean. -0.0348937053392857
5 WALKING angle.X.gravityMean. -0.91711397375
5 WALKING angle.Y.gravityMean. 0.152461602857143
5 WALKING angle.Z.gravityMean. 0.02003381474925
5 WALKING tBodyAcc.std...X -0.294098534232143
5 WALKING tBodyAcc.std...Y 0.0767484028053571
5 WALKING tBodyAcc.std...Z -0.45702143625
5 WALKING tGravityAcc.std...X -0.979348381428571
5 WALKING tGravityAcc.std...Y -0.961585474821429
5 WALKING tGravityAcc.std...Z -0.964580803928571
5 WALKING tBodyAccJerk.std...X -0.302891024625
5 WALKING tBodyAccJerk.std...Y -0.0910397428607143
5 WALKING tBodyAccJerk.std...Z -0.612895318571429
5 WALKING tBodyGyro.std...X -0.490877497857143
5 WALKING tBodyGyro.std...Y -0.504622029821429
5 WALKING tBodyGyro.std...Z -0.318700615178571
5 WALKING tBodyGyroJerk.std...X -0.357681403285714
5 WALKING tBodyGyroJerk.std...Y -0.57143812375
5 WALKING tBodyGyroJerk.std...Z -0.157682543983929
5 WALKING tBodyAccMag.std.. -0.377178733392857
5 WALKING tGravityAccMag.std.. -0.377178733392857
5 WALKING tBodyAccJerkMag.std.. -0.282242276785714
5 WALKING tBodyGyroMag.std.. -0.492176823571429
5 WALKING tBodyGyroJerkMag.std.. -0.48919974625
5 WALKING fBodyAcc.std...X -0.297517355196429
5 WALKING fBodyAcc.std...Y 0.0426026830839286
5 WALKING fBodyAcc.std...Z -0.483059957321429
5 WALKING fBodyAccJerk.std...X -0.3213903195
5 WALKING fBodyAccJerk.std...Y -0.0545213604089286
5 WALKING fBodyAccJerk.std...Z -0.633429995714286
5 WALKING fBodyGyro.std...X -0.529392790178571
5 WALKING fBodyGyro.std...Y -0.502683380535714
5 WALKING fBodyGyro.std...Z -0.420367075178571
5 WALKING fBodyAccMag.std.. -0.519636926071429
5 WALKING fBodyBodyAccJerkMag.std.. -0.305685376071429
5 WALKING fBodyBodyGyroMag.std.. -0.589741506785714
5 WALKING fBodyBodyGyroJerkMag.std.. -0.455665300892857
5 WALKING_DOWNSTAIRS tBodyAcc.mean...X 0.29354392712766
5 WALKING_DOWNSTAIRS tBodyAcc.mean...Y -0.00850107533191489
5 WALKING_DOWNSTAIRS tBodyAcc.mean...Z -0.100319930659574
5 WALKING_DOWNSTAIRS tGravityAcc.mean...X 0.956649352553192
5 WALKING_DOWNSTAIRS tGravityAcc.mean...Y -0.0607578318319149
5 WALKING_DOWNSTAIRS tGravityAcc.mean...Z 0.0216777910246191
5 WALKING_DOWNSTAIRS tBodyAccJerk.mean...X 0.109650600459574
5 WALKING_DOWNSTAIRS tBodyAccJerk.mean...Y 0.0137618233808511
5 WALKING_DOWNSTAIRS tBodyAccJerk.mean...Z 0.0213397664446809
5 WALKING_DOWNSTAIRS tBodyGyro.mean...X -0.068294569906383
5 WALKING_DOWNSTAIRS tBodyGyro.mean...Y -0.0707805998787234
5 WALKING_DOWNSTAIRS tBodyGyro.mean...Z 0.0806559989574468
5 WALKING_DOWNSTAIRS tBodyGyroJerk.mean...X -0.110149008255319
5 WALKING_DOWNSTAIRS tBodyGyroJerk.mean...Y -0.0708296588478723
5 WALKING_DOWNSTAIRS tBodyGyroJerk.mean...Z -0.0399656935617021
5 WALKING_DOWNSTAIRS tBodyAccMag.mean.. 0.211138853638298
5 WALKING_DOWNSTAIRS tGravityAccMag.mean.. 0.211138853638298
5 WALKING_DOWNSTAIRS tBodyAccJerkMag.mean.. -0.0637528559361702
5 WALKING_DOWNSTAIRS tBodyGyroMag.mean.. -0.218029835319149
5 WALKING_DOWNSTAIRS tBodyGyroJerkMag.mean.. -0.39719562106383
5 WALKING_DOWNSTAIRS fBodyAcc.mean...X 0.0984320090212766
5 WALKING_DOWNSTAIRS fBodyAcc.mean...Y 0.0792280694042553
5 WALKING_DOWNSTAIRS fBodyAcc.mean...Z -0.374740089574468
5 WALKING_DOWNSTAIRS fBodyAccJerk.mean...X -0.0368012151170213
5 WALKING_DOWNSTAIRS fBodyAccJerk.mean...Y -0.0568032957531915
5 WALKING_DOWNSTAIRS fBodyAccJerk.mean...Z -0.491979946170213
5 WALKING_DOWNSTAIRS fBodyGyro.mean...X -0.295345101425532
5 WALKING_DOWNSTAIRS fBodyGyro.mean...Y -0.382483075106383
5 WALKING_DOWNSTAIRS fBodyGyro.mean...Z -0.034175027916383
5 WALKING_DOWNSTAIRS fBodyAccMag.mean.. 0.155742168808511
5 WALKING_DOWNSTAIRS fBodyBodyAccJerkMag.mean.. 0.00918394264170213
5 WALKING_DOWNSTAIRS fBodyBodyGyroMag.mean.. -0.349338414731915
5 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMag.mean.. -0.453697247021277
5 WALKING_DOWNSTAIRS angle.tBodyAccMean.gravity. -0.0397384617021277
5 WALKING_DOWNSTAIRS angle.tBodyAccJerkMean..gravityMean. -0.0414008516170213
5 WALKING_DOWNSTAIRS angle.tBodyGyroMean.gravityMean. 0.123686466212766
5 WALKING_DOWNSTAIRS angle.tBodyGyroJerkMean.gravityMean. -0.00140446813617022
5 WALKING_DOWNSTAIRS angle.X.gravityMean. -0.947116527659574
5 WALKING_DOWNSTAIRS angle.Y.gravityMean. 0.125876924702128
5 WALKING_DOWNSTAIRS angle.Z.gravityMean. 0.00648109544829787
5 WALKING_DOWNSTAIRS tBodyAcc.std...X 0.275046110468085
5 WALKING_DOWNSTAIRS tBodyAcc.std...Y 0.0907630761042553
5 WALKING_DOWNSTAIRS tBodyAcc.std...Z -0.325891435319149
5 WALKING_DOWNSTAIRS tGravityAcc.std...X -0.950490938510638
5 WALKING_DOWNSTAIRS tGravityAcc.std...Y -0.912363420851064
5 WALKING_DOWNSTAIRS tGravityAcc.std...Z -0.927192732978723
5 WALKING_DOWNSTAIRS tBodyAccJerk.std...X 0.0322415501638298
5 WALKING_DOWNSTAIRS tBodyAccJerk.std...Y 0.0473612314702128
5 WALKING_DOWNSTAIRS tBodyAccJerk.std...Z -0.52265163787234
5 WALKING_DOWNSTAIRS tBodyGyro.std...X -0.46064684487234
5 WALKING_DOWNSTAIRS tBodyGyro.std...Y -0.409134149148936
5 WALKING_DOWNSTAIRS tBodyGyro.std...Z -0.227869042382979
5 WALKING_DOWNSTAIRS tBodyGyroJerk.std...X -0.411302217446809
5 WALKING_DOWNSTAIRS tBodyGyroJerk.std...Y -0.514591487234043
5 WALKING_DOWNSTAIRS tBodyGyroJerk.std...Z -0.0344217467042553
5 WALKING_DOWNSTAIRS tBodyAccMag.std.. 0.205422375957447
5 WALKING_DOWNSTAIRS tGravityAccMag.std.. 0.205422375957447
5 WALKING_DOWNSTAIRS tBodyAccJerkMag.std.. -0.0292570509829787
5 WALKING_DOWNSTAIRS tBodyGyroMag.std.. -0.360678305253192
5 WALKING_DOWNSTAIRS tBodyGyroJerkMag.std.. -0.450303212340426
5 WALKING_DOWNSTAIRS fBodyAcc.std...X 0.336554724893617
5 WALKING_DOWNSTAIRS fBodyAcc.std...Y 0.0268269875085106
5 WALKING_DOWNSTAIRS fBodyAcc.std...Z -0.353397850212766
5 WALKING_DOWNSTAIRS fBodyAccJerk.std...X 0.011055933212766
5 WALKING_DOWNSTAIRS fBodyAccJerk.std...Y 0.0901720096791489
5 WALKING_DOWNSTAIRS fBodyAccJerk.std...Z -0.551178075319149
5 WALKING_DOWNSTAIRS fBodyGyro.std...X -0.51494094106383
5 WALKING_DOWNSTAIRS fBodyGyro.std...Y -0.431552775319149
5 WALKING_DOWNSTAIRS fBodyGyro.std...Z -0.374705187021277
5 WALKING_DOWNSTAIRS fBodyAccMag.std.. 0.0428533623276596
5 WALKING_DOWNSTAIRS fBodyBodyAccJerkMag.std.. -0.089735699787234
5 WALKING_DOWNSTAIRS fBodyBodyGyroMag.std.. -0.484141274255319
5 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMag.std.. -0.487128422553191
5 WALKING_UPSTAIRS tBodyAcc.mean...X 0.268459469914894
5 WALKING_UPSTAIRS tBodyAcc.mean...Y -0.0325269755153191
5 WALKING_UPSTAIRS tBodyAcc.mean...Z -0.107471453914894
5 WALKING_UPSTAIRS tGravityAcc.mean...X 0.936821834893617
5 WALKING_UPSTAIRS tGravityAcc.mean...Y -0.265942569148936
5 WALKING_UPSTAIRS tGravityAcc.mean...Z -0.0232035364248936
5 WALKING_UPSTAIRS tBodyAccJerk.mean...X 0.0795443483829787
5 WALKING_UPSTAIRS tBodyAccJerk.mean...Y 0.0140130363106383
5 WALKING_UPSTAIRS tBodyAccJerk.mean...Z -0.025590953282766
5 WALKING_UPSTAIRS tBodyGyro.mean...X 0.0395191121489362
5 WALKING_UPSTAIRS tBodyGyro.mean...Y -0.117195551802128
5 WALKING_UPSTAIRS tBodyGyro.mean...Z 0.0424442819489362
5 WALKING_UPSTAIRS tBodyGyroJerk.mean...X -0.143029686361702
5 WALKING_UPSTAIRS tBodyGyroJerk.mean...Y -0.0559895777393617
5 WALKING_UPSTAIRS tBodyGyroJerk.mean...Z -0.0534895401
5 WALKING_UPSTAIRS tBodyAccMag.mean.. 0.0435562021989362
5 WALKING_UPSTAIRS tGravityAccMag.mean.. 0.0435562021989362
5 WALKING_UPSTAIRS tBodyAccJerkMag.mean.. -0.247403476914894
5 WALKING_UPSTAIRS tBodyGyroMag.mean.. -0.235516929306383
5 WALKING_UPSTAIRS tBodyGyroJerkMag.mean.. -0.47348816787234
5 WALKING_UPSTAIRS fBodyAcc.mean...X -0.161485339978723
5 WALKING_UPSTAIRS fBodyAcc.mean...Y 0.0728903158085106
5 WALKING_UPSTAIRS fBodyAcc.mean...Z -0.457470676808511
5 WALKING_UPSTAIRS fBodyAccJerk.mean...X -0.289725470425532
5 WALKING_UPSTAIRS fBodyAccJerk.mean...Y -0.19681792087234
5 WALKING_UPSTAIRS fBodyAccJerk.mean...Z -0.606717464680851
5 WALKING_UPSTAIRS fBodyGyro.mean...X -0.263615096246809
5 WALKING_UPSTAIRS fBodyGyro.mean...Y -0.516609046808511
5 WALKING_UPSTAIRS fBodyGyro.mean...Z -0.139801393244681
5 WALKING_UPSTAIRS fBodyAccMag.mean.. -0.169261525
5 WALKING_UPSTAIRS fBodyBodyAccJerkMag.mean.. -0.264674938957447
5 WALKING_UPSTAIRS fBodyBodyGyroMag.mean.. -0.392564530851064
5 WALKING_UPSTAIRS fBodyBodyGyroJerkMag.mean.. -0.571344138723404
5 WALKING_UPSTAIRS angle.tBodyAccMean.gravity. -0.0204224405851064
5 WALKING_UPSTAIRS angle.tBodyAccJerkMean..gravityMean. -0.0772287023617021
5 WALKING_UPSTAIRS angle.tBodyGyroMean.gravityMean. -0.293346475531915
5 WALKING_UPSTAIRS angle.tBodyGyroJerkMean.gravityMean. 0.112446922106383
5 WALKING_UPSTAIRS angle.X.gravityMean. -0.754346294893617
5 WALKING_UPSTAIRS angle.Y.gravityMean. 0.266611003404255
5 WALKING_UPSTAIRS angle.Z.gravityMean. 0.0378686889744681
5 WALKING_UPSTAIRS tBodyAcc.std...X -0.0457237779851064
5 WALKING_UPSTAIRS tBodyAcc.std...Y 0.185022459476596
5 WALKING_UPSTAIRS tBodyAcc.std...Z -0.308938978787234
5 WALKING_UPSTAIRS tGravityAcc.std...X -0.95357996893617
5 WALKING_UPSTAIRS tGravityAcc.std...Y -0.900511719787234
5 WALKING_UPSTAIRS tGravityAcc.std...Z -0.92141958
5 WALKING_UPSTAIRS tBodyAccJerk.std...X -0.223896564340426
5 WALKING_UPSTAIRS tBodyAccJerk.std...Y -0.125026612744681
5 WALKING_UPSTAIRS tBodyAccJerk.std...Z -0.63836903212766
5 WALKING_UPSTAIRS tBodyGyro.std...X -0.443342262340426
5 WALKING_UPSTAIRS tBodyGyro.std...Y -0.440345826382979
5 WALKING_UPSTAIRS tBodyGyro.std...Z -0.26545133312766
5 WALKING_UPSTAIRS tBodyGyroJerk.std...X -0.305245202489362
5 WALKING_UPSTAIRS tBodyGyroJerk.std...Y -0.631822048297872
5 WALKING_UPSTAIRS tBodyGyroJerk.std...Z -0.282154378489362
5 WALKING_UPSTAIRS tBodyAccMag.std.. -0.136736383765957
5 WALKING_UPSTAIRS tGravityAccMag.std.. -0.136736383765957
5 WALKING_UPSTAIRS tBodyAccJerkMag.std.. -0.310186545957447
5 WALKING_UPSTAIRS tBodyGyroMag.std.. -0.354687870212766
5 WALKING_UPSTAIRS tBodyGyroJerkMag.std.. -0.557988065531915
5 WALKING_UPSTAIRS fBodyAcc.std...X -0.00473819670425532
5 WALKING_UPSTAIRS fBodyAcc.std...Y 0.165037631180851
5 WALKING_UPSTAIRS fBodyAcc.std...Z -0.28925665906383
5 WALKING_UPSTAIRS fBodyAccJerk.std...X -0.22532784293617
5 WALKING_UPSTAIRS fBodyAccJerk.std...Y -0.105311152804255
5 WALKING_UPSTAIRS fBodyAccJerk.std...Z -0.668825711276596
5 WALKING_UPSTAIRS fBodyGyro.std...X -0.501685580212766
5 WALKING_UPSTAIRS fBodyGyro.std...Y -0.403486393191489
5 WALKING_UPSTAIRS fBodyGyro.std...Z -0.380378006808511
5 WALKING_UPSTAIRS fBodyAccMag.std.. -0.254091927148936
5 WALKING_UPSTAIRS fBodyBodyAccJerkMag.std.. -0.378616675957447
5 WALKING_UPSTAIRS fBodyBodyGyroMag.std.. -0.440445051914894
5 WALKING_UPSTAIRS fBodyBodyGyroJerkMag.std.. -0.572485019787234
6 LAYING tBodyAcc.mean...X 0.248656520140351
6 LAYING tBodyAcc.mean...Y -0.0102529170561404
